sale_id,order_date,product_id,channel_id,quantity,unit_price,unit_cost,discount_pct,gross_revenue,gross_cost
SL-0001329,2023-06-20,HOM-0031,CH-WE-01,1,28.96,13.11,0.0,28.96,13.11
SL-0001330,2023-06-20,HOM-0032,CH-WE-01,1,30.43,14.12,0.0,30.43,14.12
SL-0001331,2023-06-20,APP-0011,CH-ON-01,2,35.37,13.57,0.0,70.74,27.14
SL-0001332,2023-06-20,HOM-0025,CH-ON-01,3,27.2,16.17,0.0,81.6,48.51
SL-0001333,2023-06-20,HOM-0029,CH-ON-01,3,17.46,7.04,0.0,52.38,21.12
SL-0001334,2023-06-20,HOM-0031,CH-ON-01,1,28.96,12.43,0.0,28.96,12.43
SL-0001335,2023-06-20,HOM-0032,CH-ON-01,4,30.43,13.89,0.0,121.72,55.56
SL-0001336,2023-06-20,APP-0007,CH-WS-01,4,35.47,11.97,0.0,141.88,47.88
SL-0001337,2023-06-20,HOM-0031,CH-WS-01,2,28.96,12.9,0.0,57.92,25.8
SL-0001338,2023-06-21,APP-0005,CH-NE-01,2,75.93,38.2,0.0,151.86,76.4
SL-0001339,2023-06-21,APP-0007,CH-NE-01,2,35.47,12.23,0.0,70.94,24.46
SL-0001340,2023-06-21,APP-0011,CH-NE-01,5,35.37,14.15,0.0,176.85,70.75
SL-0001341,2023-06-21,ACC-0021,CH-NE-01,2,17.72,7.72,0.0,35.44,15.44
SL-0001342,2023-06-21,HOM-0031,CH-NE-01,3,28.96,12.7,0.0,86.88,38.1
SL-0001343,2023-06-21,HOM-0032,CH-NE-01,2,30.43,14.49,0.0,60.86,28.98
SL-0001344,2023-06-21,APP-0005,CH-MW-01,1,75.93,37.57,0.0,75.93,37.57
SL-0001345,2023-06-21,APP-0011,CH-MW-01,1,35.37,13.34,0.0,35.37,13.34
SL-0001346,2023-06-21,HOM-0026,CH-MW-01,2,32.03,18.74,0.0,64.06,37.48
SL-0001347,2023-06-21,HOM-0029,CH-MW-01,2,17.46,6.82,0.0,34.92,13.64
SL-0001348,2023-06-21,APP-0007,CH-WE-01,3,35.47,11.51,0.0,106.41,34.53
SL-0001349,2023-06-21,APP-0010,CH-WE-01,1,21.41,9.78,0.0,21.41,9.78
SL-0001350,2023-06-21,APP-0011,CH-WE-01,2,35.37,13.81,0.0,70.74,27.62
SL-0001351,2023-06-21,ACC-0021,CH-WE-01,2,17.72,7.65,0.0,35.44,15.3
SL-0001352,2023-06-21,HOM-0031,CH-WE-01,4,28.96,13.12,0.0,115.84,52.48
SL-0001353,2023-06-21,APP-0007,CH-ON-01,6,35.47,11.75,0.0,212.82,70.5
SL-0001354,2023-06-21,APP-0010,CH-ON-01,5,21.41,9.54,0.0,107.05,47.7
SL-0001355,2023-06-21,APP-0011,CH-ON-01,6,35.37,13.59,0.0,212.22,81.54
SL-0001356,2023-06-21,HOM-0029,CH-ON-01,2,17.46,6.94,0.0,34.92,13.88
SL-0001357,2023-06-21,HOM-0031,CH-ON-01,1,28.96,12.57,0.0,28.96,12.57
SL-0001358,2023-06-21,HOM-0032,CH-ON-01,2,30.43,14.15,0.0,60.86,28.3
SL-0001359,2023-06-21,ACC-0021,CH-WS-01,2,17.72,7.79,0.0,35.44,15.58
SL-0001360,2023-06-22,APP-0011,CH-NE-01,2,35.37,13.35,0.0,70.74,26.7
SL-0001361,2023-06-22,ACC-0021,CH-NE-01,4,17.72,8.04,0.0,70.88,32.16
SL-0001362,2023-06-22,HOM-0031,CH-NE-01,2,28.96,12.38,0.0,57.92,24.76
SL-0001363,2023-06-22,APP-0005,CH-MW-01,4,75.93,37.47,0.0,303.72,149.88
SL-0001364,2023-06-22,APP-0005,CH-WE-01,2,75.93,38.9,0.0,151.86,77.8
SL-0001365,2023-06-22,APP-0007,CH-WE-01,3,35.47,12.21,0.0,106.41,36.63
SL-0001366,2023-06-22,APP-0010,CH-WE-01,2,21.41,9.7,0.0,42.82,19.4
SL-0001367,2023-06-22,HOM-0029,CH-WE-01,4,17.46,6.86,0.0,69.84,27.44
SL-0001368,2023-06-22,HOM-0032,CH-WE-01,3,30.43,14.57,0.0,91.29,43.71
SL-0001369,2023-06-22,APP-0005,CH-ON-01,4,75.93,39.15,0.0,303.72,156.6
SL-0001370,2023-06-22,APP-0007,CH-ON-01,3,35.47,11.79,0.0,106.41,35.37
SL-0001371,2023-06-22,APP-0010,CH-ON-01,5,21.41,9.41,0.0,107.05,47.05
SL-0001372,2023-06-22,ACC-0021,CH-ON-01,3,17.72,7.8,0.0,53.16,23.4
SL-0001373,2023-06-22,HOM-0025,CH-ON-01,2,27.2,16.57,0.0,54.4,33.14
SL-0001374,2023-06-22,HOM-0026,CH-ON-01,1,32.03,19.28,0.0,32.03,19.28
SL-0001375,2023-06-22,HOM-0032,CH-ON-01,4,30.43,13.82,0.0,121.72,55.28
SL-0001376,2023-06-22,APP-0011,CH-WS-01,1,35.37,13.49,0.0,35.37,13.49
SL-0001377,2023-06-23,APP-0005,CH-NE-01,3,75.93,37.04,0.0,227.79,111.12
SL-0001378,2023-06-23,HOM-0026,CH-NE-01,3,32.03,19.04,0.0,96.09,57.12
SL-0001379,2023-06-23,HOM-0029,CH-NE-01,5,17.46,6.92,0.0,87.3,34.6
SL-0001380,2023-06-23,HOM-0032,CH-NE-01,1,30.43,13.78,0.0,30.43,13.78
SL-0001381,2023-06-23,HOM-0032,CH-MW-01,6,30.43,14.44,0.0,182.58,86.64
SL-0001382,2023-06-23,APP-0007,CH-WE-01,9,35.47,11.66,0.0,319.23,104.94
SL-0001383,2023-06-23,HOM-0025,CH-WE-01,3,27.2,16.24,0.0,81.6,48.72
SL-0001384,2023-06-23,APP-0005,CH-ON-01,4,75.93,37.7,0.0,303.72,150.8
SL-0001385,2023-06-23,APP-0010,CH-ON-01,5,21.41,9.66,0.0,107.05,48.3
SL-0001386,2023-06-23,HOM-0025,CH-ON-01,4,27.2,15.95,0.0,108.8,63.8
SL-0001387,2023-06-23,HOM-0026,CH-ON-01,8,32.03,18.7,0.0,256.24,149.6
SL-0001388,2023-06-23,HOM-0029,CH-ON-01,1,17.46,6.85,0.0,17.46,6.85
SL-0001389,2023-06-23,HOM-0031,CH-ON-01,6,28.96,12.68,0.0,173.76,76.08
SL-0001390,2023-06-23,HOM-0032,CH-ON-01,3,30.43,13.85,0.0,91.29,41.55
SL-0001391,2023-06-23,HOM-0029,CH-WS-01,1,17.46,7.17,0.0,17.46,7.17
SL-0001392,2023-06-23,HOM-0031,CH-WS-01,3,28.96,12.43,0.0,86.88,37.29
SL-0001393,2023-06-24,APP-0005,CH-NE-01,2,75.93,38.2,0.0,151.86,76.4
SL-0001394,2023-06-24,APP-0010,CH-NE-01,3,21.41,9.62,0.0,64.23,28.86
SL-0001395,2023-06-24,HOM-0026,CH-NE-01,1,32.03,18.86,0.0,32.03,18.86
SL-0001396,2023-06-24,HOM-0029,CH-NE-01,2,17.46,7.07,0.0,34.92,14.14
SL-0001397,2023-06-24,HOM-0031,CH-NE-01,4,28.96,12.78,0.0,115.84,51.12
SL-0001398,2023-06-24,ACC-0021,CH-MW-01,1,17.72,7.77,0.0,17.72,7.77
SL-0001399,2023-06-24,HOM-0026,CH-MW-01,2,32.03,19.11,0.0,64.06,38.22
SL-0001400,2023-06-24,APP-0005,CH-WE-01,4,75.93,39.01,0.0,303.72,156.04
SL-0001401,2023-06-24,APP-0010,CH-WE-01,4,21.41,9.31,0.0,85.64,37.24
SL-0001402,2023-06-24,HOM-0026,CH-WE-01,6,32.03,18.71,0.0,192.18,112.26
SL-0001403,2023-06-24,HOM-0029,CH-WE-01,3,17.46,7.12,0.0,52.38,21.36
SL-0001404,2023-06-24,HOM-0032,CH-WE-01,3,30.43,14.32,0.0,91.29,42.96
SL-0001405,2023-06-24,APP-0005,CH-ON-01,7,75.93,36.87,0.0,531.51,258.09
SL-0001406,2023-06-24,APP-0007,CH-ON-01,3,35.47,11.98,0.0,106.41,35.94
SL-0001407,2023-06-24,HOM-0025,CH-ON-01,2,27.2,16.33,0.0,54.4,32.66
SL-0001408,2023-06-24,HOM-0032,CH-ON-01,2,30.43,14.33,0.0,60.86,28.66
SL-0001409,2023-06-24,HOM-0026,CH-WS-01,4,32.03,18.67,0.0,128.12,74.68
SL-0001410,2023-06-24,HOM-0029,CH-WS-01,2,17.46,7.13,0.0,34.92,14.26
SL-0001411,2023-06-24,HOM-0031,CH-WS-01,3,28.96,12.81,0.0,86.88,38.43
SL-0001412,2023-06-25,APP-0007,CH-NE-01,1,35.47,11.49,0.0,35.47,11.49
SL-0001413,2023-06-25,APP-0011,CH-NE-01,4,35.37,13.77,0.0,141.48,55.08
SL-0001414,2023-06-25,ACC-0021,CH-NE-01,2,17.72,7.91,0.0,35.44,15.82
SL-0001415,2023-06-25,HOM-0026,CH-NE-01,2,32.03,19.58,0.0,64.06,39.16
SL-0001416,2023-06-25,APP-0007,CH-MW-01,1,35.47,11.91,0.0,35.47,11.91
SL-0001417,2023-06-25,HOM-0032,CH-MW-01,4,30.43,14.58,0.0,121.72,58.32
SL-0001418,2023-06-25,APP-0005,CH-WE-01,7,75.93,37.84,0.0,531.51,264.88
SL-0001419,2023-06-25,APP-0007,CH-WE-01,2,35.47,12.19,0.0,70.94,24.38
SL-0001420,2023-06-25,APP-0011,CH-WE-01,5,35.37,13.7,0.0,176.85,68.5
SL-0001421,2023-06-25,HOM-0025,CH-WE-01,2,27.2,16.19,0.0,54.4,32.38
SL-0001422,2023-06-25,HOM-0026,CH-WE-01,2,32.03,18.87,0.0,64.06,37.74
SL-0001423,2023-06-25,HOM-0029,CH-WE-01,2,17.46,6.99,0.0,34.92,13.98
SL-0001424,2023-06-25,HOM-0032,CH-WE-01,3,30.43,13.84,0.0,91.29,41.52
SL-0001425,2023-06-25,APP-0005,CH-ON-01,2,75.93,39.09,0.0,151.86,78.18
SL-0001426,2023-06-25,APP-0007,CH-ON-01,7,35.47,12.26,0.0,248.29,85.82
SL-0001427,2023-06-25,APP-0010,CH-ON-01,4,21.41,9.73,0.0,85.64,38.92
SL-0001428,2023-06-25,HOM-0026,CH-ON-01,1,32.03,18.98,0.0,32.03,18.98
SL-0001429,2023-06-25,HOM-0029,CH-ON-01,1,17.46,7.2,0.0,17.46,7.2
SL-0001430,2023-06-25,HOM-0031,CH-ON-01,5,28.96,12.82,0.0,144.8,64.1
SL-0001431,2023-06-25,HOM-0032,CH-ON-01,2,30.43,14.22,0.0,60.86,28.44
SL-0001432,2023-06-25,HOM-0031,CH-WS-01,1,28.96,12.41,0.0,28.96,12.41
SL-0001433,2023-06-26,HOM-0025,CH-NE-01,4,27.2,16.89,0.0,108.8,67.56
SL-0001434,2023-06-26,HOM-0026,CH-NE-01,1,32.03,19.42,0.0,32.03,19.42
SL-0001435,2023-06-26,HOM-0029,CH-NE-01,2,17.46,6.81,0.0,34.92,13.62
SL-0001436,2023-06-26,HOM-0032,CH-NE-01,1,30.43,14.6,0.0,30.43,14.6
SL-0001437,2023-06-26,APP-0007,CH-MW-01,2,35.47,11.63,0.0,70.94,23.26
SL-0001438,2023-06-26,APP-0010,CH-MW-01,2,21.41,9.84,0.0,42.82,19.68
SL-0001439,2023-06-26,APP-0005,CH-WE-01,3,75.93,37.04,0.0,227.79,111.12
SL-0001440,2023-06-26,APP-0011,CH-WE-01,5,35.37,13.83,0.0,176.85,69.15
SL-0001441,2023-06-26,ACC-0021,CH-WE-01,4,17.72,7.95,0.0,70.88,31.8
SL-0001442,2023-06-26,HOM-0025,CH-WE-01,3,27.2,16.77,0.0,81.6,50.31
SL-0001443,2023-06-26,APP-0005,CH-ON-01,7,75.93,37.2,0.0,531.51,260.4
SL-0001444,2023-06-26,APP-0010,CH-ON-01,1,21.41,9.82,0.0,21.41,9.82
SL-0001445,2023-06-26,APP-0011,CH-ON-01,1,35.37,13.46,0.0,35.37,13.46
SL-0001446,2023-06-26,HOM-0025,CH-ON-01,3,27.2,16.23,0.0,81.6,48.69
SL-0001447,2023-06-26,HOM-0026,CH-ON-01,2,32.03,18.94,0.0,64.06,37.88
SL-0001448,2023-06-26,APP-0010,CH-WS-01,1,21.41,9.46,0.0,21.41,9.46
SL-0001449,2023-06-26,ACC-0021,CH-WS-01,3,17.72,7.76,0.0,53.16,23.28
SL-0001450,2023-06-26,HOM-0031,CH-WS-01,1,28.96,13.07,0.0,28.96,13.07
SL-0001451,2023-06-27,APP-0011,CH-NE-01,5,35.37,14.05,0.0,176.85,70.25
SL-0001452,2023-06-27,ACC-0021,CH-NE-01,4,17.72,7.87,0.0,70.88,31.48
SL-0001453,2023-06-27,HOM-0025,CH-NE-01,2,27.2,16.2,0.0,54.4,32.4
SL-0001454,2023-06-27,HOM-0026,CH-NE-01,6,32.03,18.34,0.0,192.18,110.04
SL-0001455,2023-06-27,HOM-0031,CH-NE-01,2,28.96,12.73,0.0,57.92,25.46
SL-0001456,2023-06-27,HOM-0032,CH-NE-01,4,30.43,14.33,0.0,121.72,57.32
SL-0001457,2023-06-27,APP-0010,CH-MW-01,1,21.41,9.73,0.0,21.41,9.73
SL-0001458,2023-06-27,ACC-0021,CH-MW-01,5,17.72,7.6,0.0,88.6,38.0
SL-0001459,2023-06-27,HOM-0029,CH-MW-01,4,17.46,7.2,0.0,69.84,28.8
SL-0001460,2023-06-27,HOM-0031,CH-MW-01,3,28.96,12.74,0.0,86.88,38.22
SL-0001461,2023-06-27,APP-0007,CH-WE-01,1,35.47,11.86,0.0,35.47,11.86
SL-0001462,2023-06-27,APP-0010,CH-WE-01,2,21.41,9.56,0.0,42.82,19.12
SL-0001463,2023-06-27,ACC-0021,CH-WE-01,3,17.72,7.95,0.0,53.16,23.85
SL-0001464,2023-06-27,HOM-0026,CH-WE-01,3,32.03,18.87,0.0,96.09,56.61
SL-0001465,2023-06-27,HOM-0029,CH-WE-01,5,17.46,6.83,0.0,87.3,34.15
SL-0001466,2023-06-27,APP-0005,CH-ON-01,3,75.93,37.71,0.0,227.79,113.13
SL-0001467,2023-06-27,APP-0007,CH-ON-01,3,35.47,11.9,0.0,106.41,35.7
SL-0001468,2023-06-27,APP-0007,CH-WS-01,3,35.47,11.46,0.0,106.41,34.38
SL-0001469,2023-06-27,HOM-0025,CH-WS-01,2,27.2,16.36,0.0,54.4,32.72
SL-0001470,2023-06-28,APP-0005,CH-NE-01,2,75.93,38.99,0.0,151.86,77.98
SL-0001471,2023-06-28,APP-0007,CH-NE-01,3,35.47,12.25,0.0,106.41,36.75
SL-0001472,2023-06-28,APP-0010,CH-NE-01,1,21.41,9.67,0.0,21.41,9.67
SL-0001473,2023-06-28,APP-0011,CH-NE-01,5,35.37,14.13,0.0,176.85,70.65
SL-0001474,2023-06-28,HOM-0029,CH-NE-01,2,17.46,6.96,0.0,34.92,13.92
SL-0001475,2023-06-28,APP-0005,CH-MW-01,2,75.93,38.91,0.0,151.86,77.82
SL-0001476,2023-06-28,ACC-0021,CH-MW-01,3,17.72,7.88,0.0,53.16,23.64
SL-0001477,2023-06-28,HOM-0025,CH-MW-01,1,27.2,16.23,0.0,27.2,16.23
SL-0001478,2023-06-28,HOM-0029,CH-MW-01,4,17.46,6.85,0.0,69.84,27.4
SL-0001479,2023-06-28,HOM-0032,CH-MW-01,2,30.43,14.51,0.0,60.86,29.02
SL-0001480,2023-06-28,APP-0005,CH-WE-01,1,75.93,37.93,0.0,75.93,37.93
SL-0001481,2023-06-28,APP-0010,CH-WE-01,4,21.41,9.37,0.0,85.64,37.48
SL-0001482,2023-06-28,HOM-0025,CH-WE-01,4,27.2,16.17,0.0,108.8,64.68
SL-0001483,2023-06-28,HOM-0031,CH-WE-01,5,28.96,12.85,0.0,144.8,64.25
SL-0001484,2023-06-28,HOM-0032,CH-WE-01,2,30.43,13.83,0.0,60.86,27.66
SL-0001485,2023-06-28,APP-0007,CH-ON-01,5,35.47,12.19,0.0,177.35,60.95
SL-0001486,2023-06-28,APP-0010,CH-ON-01,1,21.41,9.71,0.0,21.41,9.71
SL-0001487,2023-06-28,ACC-0021,CH-ON-01,2,17.72,7.67,0.0,35.44,15.34
SL-0001488,2023-06-28,HOM-0029,CH-ON-01,2,17.46,6.89,0.0,34.92,13.78
SL-0001489,2023-06-28,HOM-0031,CH-ON-01,4,28.96,12.4,0.0,115.84,49.6
SL-0001490,2023-06-28,HOM-0032,CH-ON-01,2,30.43,13.89,0.0,60.86,27.78
SL-0001491,2023-06-29,APP-0005,CH-NE-01,3,75.93,36.94,0.0,227.79,110.82
SL-0001492,2023-06-29,APP-0007,CH-NE-01,3,35.47,11.74,0.0,106.41,35.22
SL-0001493,2023-06-29,HOM-0025,CH-NE-01,2,27.2,16.34,0.0,54.4,32.68
SL-0001494,2023-06-29,HOM-0031,CH-NE-01,4,28.96,12.79,0.0,115.84,51.16
SL-0001495,2023-06-29,APP-0011,CH-MW-01,3,35.37,13.35,0.0,106.11,40.05
SL-0001496,2023-06-29,ACC-0021,CH-MW-01,1,17.72,7.73,0.0,17.72,7.73
SL-0001497,2023-06-29,HOM-0031,CH-MW-01,1,28.96,12.59,0.0,28.96,12.59
SL-0001498,2023-06-29,HOM-0032,CH-MW-01,3,30.43,13.77,0.0,91.29,41.31
SL-0001499,2023-06-29,APP-0005,CH-WE-01,4,75.93,37.47,0.0,303.72,149.88
SL-0001500,2023-06-29,APP-0010,CH-WE-01,1,21.41,9.6,0.0,21.41,9.6
SL-0001501,2023-06-29,APP-0011,CH-WE-01,2,35.37,13.88,0.0,70.74,27.76
SL-0001502,2023-06-29,APP-0005,CH-ON-01,5,75.93,38.4,0.0,379.65,192.0
SL-0001503,2023-06-29,APP-0007,CH-ON-01,4,35.47,12.19,0.0,141.88,48.76
SL-0001504,2023-06-29,APP-0010,CH-ON-01,3,21.41,9.77,0.0,64.23,29.31
SL-0001505,2023-06-29,APP-0011,CH-ON-01,3,35.37,13.7,0.0,106.11,41.1
SL-0001506,2023-06-29,ACC-0021,CH-ON-01,3,17.72,7.97,0.0,53.16,23.91
SL-0001507,2023-06-29,HOM-0026,CH-ON-01,3,32.03,19.42,0.0,96.09,58.26
SL-0001508,2023-06-29,HOM-0029,CH-ON-01,1,17.46,6.96,0.0,17.46,6.96
SL-0001509,2023-06-29,HOM-0031,CH-ON-01,5,28.96,12.76,0.0,144.8,63.8
SL-0001510,2023-06-29,ACC-0021,CH-WS-01,3,17.72,7.62,0.0,53.16,22.86
SL-0001511,2023-06-29,HOM-0025,CH-WS-01,2,27.2,16.69,0.0,54.4,33.38
SL-0001512,2023-06-29,HOM-0029,CH-WS-01,1,17.46,7.02,0.0,17.46,7.02
SL-0001513,2023-06-29,HOM-0032,CH-WS-01,1,30.43,14.3,0.0,30.43,14.3
SL-0001514,2023-06-30,APP-0010,CH-NE-01,5,21.41,9.58,0.0,107.05,47.9
SL-0001515,2023-06-30,HOM-0026,CH-NE-01,4,32.03,19.21,0.0,128.12,76.84
SL-0001516,2023-06-30,HOM-0029,CH-NE-01,4,17.46,6.82,0.0,69.84,27.28
SL-0001517,2023-06-30,APP-0005,CH-MW-01,6,75.93,38.86,0.0,455.58,233.16
SL-0001518,2023-06-30,ACC-0021,CH-MW-01,4,17.72,7.89,0.0,70.88,31.56
SL-0001519,2023-06-30,HOM-0031,CH-MW-01,4,28.96,13.03,0.0,115.84,52.12
SL-0001520,2023-06-30,APP-0007,CH-WE-01,3,35.47,12.05,0.0,106.41,36.15
SL-0001521,2023-06-30,APP-0010,CH-WE-01,4,21.41,9.69,0.0,85.64,38.76
SL-0001522,2023-06-30,HOM-0025,CH-WE-01,4,27.2,15.94,0.0,108.8,63.76
SL-0001523,2023-06-30,HOM-0026,CH-WE-01,4,32.03,18.91,0.0,128.12,75.64
SL-0001524,2023-06-30,APP-0005,CH-ON-01,9,75.93,37.66,0.0,683.37,338.94
SL-0001525,2023-06-30,APP-0010,CH-ON-01,2,21.41,9.53,0.0,42.82,19.06
SL-0001526,2023-06-30,APP-0011,CH-ON-01,5,35.37,13.35,0.0,176.85,66.75
SL-0001527,2023-06-30,HOM-0026,CH-ON-01,11,32.03,19.17,0.0,352.33,210.87
SL-0001528,2023-06-30,HOM-0029,CH-ON-01,5,17.46,7.27,0.0,87.3,36.35
SL-0001529,2023-06-30,HOM-0032,CH-ON-01,5,30.43,14.16,0.0,152.15,70.8
SL-0001530,2023-06-30,HOM-0029,CH-WS-01,1,17.46,7.2,0.0,17.46,7.2
SL-0001531,2023-06-30,HOM-0031,CH-WS-01,2,28.96,13.14,0.0,57.92,26.28
SL-0001532,2023-07-01,APP-0007,CH-NE-01,3,28.38,11.84,0.2,85.14,35.52
SL-0001533,2023-07-01,APP-0010,CH-NE-01,2,17.13,9.69,0.2,34.26,19.38
SL-0001534,2023-07-01,HOM-0026,CH-NE-01,2,32.03,18.93,0.0,64.06,37.86
SL-0001535,2023-07-01,APP-0005,CH-MW-01,1,60.74,36.91,0.2,60.74,36.91
SL-0001536,2023-07-01,HOM-0025,CH-MW-01,1,27.2,16.5,0.0,27.2,16.5
SL-0001537,2023-07-01,HOM-0026,CH-MW-01,1,32.03,19.39,0.0,32.03,19.39
SL-0001538,2023-07-01,HOM-0031,CH-MW-01,1,28.96,12.73,0.0,28.96,12.73
SL-0001539,2023-07-01,APP-0010,CH-WE-01,3,17.13,9.68,0.2,51.39,29.04
SL-0001540,2023-07-01,HOM-0026,CH-WE-01,5,32.03,18.47,0.0,160.15,92.35
SL-0001541,2023-07-01,HOM-0031,CH-WE-01,4,28.96,12.69,0.0,115.84,50.76
SL-0001542,2023-07-01,HOM-0032,CH-WE-01,4,30.43,14.04,0.0,121.72,56.16
SL-0001543,2023-07-01,ACC-0021,CH-ON-01,9,17.72,7.74,0.0,159.48,69.66
SL-0001544,2023-07-01,HOM-0026,CH-ON-01,4,32.03,19.06,0.0,128.12,76.24
SL-0001545,2023-07-01,HOM-0031,CH-ON-01,6,28.96,13.17,0.0,173.76,79.02
SL-0001546,2023-07-01,HOM-0032,CH-WS-01,3,30.43,14.38,0.0,91.29,43.14
SL-0001547,2023-07-02,APP-0005,CH-NE-01,5,60.74,37.44,0.2,303.7,187.2
SL-0001548,2023-07-02,APP-0011,CH-NE-01,1,28.3,13.86,0.2,28.3,13.86
SL-0001549,2023-07-02,ACC-0021,CH-NE-01,4,17.72,8.1,0.0,70.88,32.4
SL-0001550,2023-07-02,HOM-0026,CH-NE-01,4,32.03,18.83,0.0,128.12,75.32
SL-0001551,2023-07-02,HOM-0029,CH-NE-01,4,17.46,7.09,0.0,69.84,28.36
SL-0001552,2023-07-02,HOM-0031,CH-NE-01,1,28.96,13.07,0.0,28.96,13.07
SL-0001553,2023-07-02,HOM-0032,CH-NE-01,4,30.43,14.39,0.0,121.72,57.56
SL-0001554,2023-07-02,APP-0010,CH-MW-01,2,17.13,9.51,0.2,34.26,19.02
SL-0001555,2023-07-02,HOM-0025,CH-MW-01,2,27.2,16.23,0.0,54.4,32.46
SL-0001556,2023-07-02,HOM-0031,CH-MW-01,1,28.96,13.12,0.0,28.96,13.12
SL-0001557,2023-07-02,HOM-0032,CH-MW-01,2,30.43,13.78,0.0,60.86,27.56
SL-0001558,2023-07-02,APP-0005,CH-WE-01,4,60.74,37.0,0.2,242.96,148.0
SL-0001559,2023-07-02,ACC-0021,CH-WE-01,3,17.72,7.73,0.0,53.16,23.19
SL-0001560,2023-07-02,HOM-0032,CH-WE-01,2,30.43,14.0,0.0,60.86,28.0
SL-0001561,2023-07-02,APP-0005,CH-ON-01,5,60.74,38.1,0.2,303.7,190.5
SL-0001562,2023-07-02,APP-0010,CH-ON-01,2,17.13,9.79,0.2,34.26,19.58
SL-0001563,2023-07-02,HOM-0029,CH-ON-01,3,17.46,7.25,0.0,52.38,21.75
SL-0001564,2023-07-02,HOM-0031,CH-ON-01,3,28.96,13.14,0.0,86.88,39.42
SL-0001565,2023-07-02,HOM-0032,CH-ON-01,1,30.43,14.62,0.0,30.43,14.62
SL-0001566,2023-07-02,HOM-0032,CH-WS-01,1,30.43,13.77,0.0,30.43,13.77
SL-0001567,2023-07-03,APP-0007,CH-NE-01,4,28.38,11.87,0.2,113.52,47.48
SL-0001568,2023-07-03,APP-0011,CH-NE-01,2,28.3,14.11,0.2,56.6,28.22
SL-0001569,2023-07-03,ACC-0021,CH-NE-01,1,17.72,7.77,0.0,17.72,7.77
SL-0001570,2023-07-03,HOM-0025,CH-NE-01,2,27.2,15.97,0.0,54.4,31.94
SL-0001571,2023-07-03,HOM-0032,CH-NE-01,1,30.43,14.54,0.0,30.43,14.54
SL-0001572,2023-07-03,HOM-0025,CH-MW-01,4,27.2,16.12,0.0,108.8,64.48
SL-0001573,2023-07-03,HOM-0029,CH-MW-01,1,17.46,7.25,0.0,17.46,7.25
SL-0001574,2023-07-03,HOM-0031,CH-MW-01,2,28.96,12.86,0.0,57.92,25.72
SL-0001575,2023-07-03,APP-0005,CH-WE-01,4,60.74,39.22,0.2,242.96,156.88
SL-0001576,2023-07-03,APP-0007,CH-WE-01,4,28.38,12.07,0.2,113.52,48.28
SL-0001577,2023-07-03,APP-0011,CH-WE-01,4,28.3,14.1,0.2,113.2,56.4
SL-0001578,2023-07-03,HOM-0025,CH-WE-01,4,27.2,16.07,0.0,108.8,64.28
SL-0001579,2023-07-03,HOM-0026,CH-WE-01,2,32.03,18.41,0.0,64.06,36.82
SL-0001580,2023-07-03,HOM-0031,CH-WE-01,2,28.96,12.54,0.0,57.92,25.08
SL-0001581,2023-07-03,HOM-0032,CH-WE-01,1,30.43,14.35,0.0,30.43,14.35
SL-0001582,2023-07-03,APP-0010,CH-ON-01,4,17.13,9.4,0.2,68.52,37.6
SL-0001583,2023-07-03,APP-0011,CH-ON-01,2,28.3,13.71,0.2,56.6,27.42
SL-0001584,2023-07-03,HOM-0025,CH-ON-01,4,27.2,16.07,0.0,108.8,64.28
SL-0001585,2023-07-03,HOM-0029,CH-ON-01,5,17.46,6.93,0.0,87.3,34.65
SL-0001586,2023-07-03,HOM-0031,CH-ON-01,5,28.96,12.96,0.0,144.8,64.8
SL-0001587,2023-07-03,ACC-0021,CH-WS-01,4,17.72,7.68,0.0,70.88,30.72
SL-0001588,2023-07-04,APP-0011,CH-NE-01,2,28.3,14.16,0.2,56.6,28.32
SL-0001589,2023-07-04,HOM-0029,CH-NE-01,2,17.46,7.08,0.0,34.92,14.16
SL-0001590,2023-07-04,APP-0005,CH-MW-01,2,60.74,37.12,0.2,121.48,74.24
SL-0001591,2023-07-04,APP-0007,CH-MW-01,2,28.38,11.95,0.2,56.76,23.9
SL-0001592,2023-07-04,APP-0010,CH-MW-01,1,17.13,9.63,0.2,17.13,9.63
SL-0001593,2023-07-04,HOM-0025,CH-MW-01,2,27.2,16.36,0.0,54.4,32.72
SL-0001594,2023-07-04,HOM-0026,CH-MW-01,1,32.03,18.8,0.0,32.03,18.8
SL-0001595,2023-07-04,HOM-0031,CH-MW-01,1,28.96,12.85,0.0,28.96,12.85
SL-0001596,2023-07-04,APP-0007,CH-WE-01,5,28.38,11.89,0.2,141.9,59.45
SL-0001597,2023-07-04,APP-0010,CH-WE-01,2,17.13,9.29,0.2,34.26,18.58
SL-0001598,2023-07-04,APP-0011,CH-WE-01,2,28.3,14.02,0.2,56.6,28.04
SL-0001599,2023-07-04,HOM-0032,CH-WE-01,3,30.43,14.48,0.0,91.29,43.44
SL-0001600,2023-07-04,APP-0005,CH-ON-01,2,60.74,36.78,0.2,121.48,73.56
SL-0001601,2023-07-04,APP-0007,CH-ON-01,1,28.38,12.2,0.2,28.38,12.2
SL-0001602,2023-07-04,APP-0010,CH-ON-01,3,17.13,9.69,0.2,51.39,29.07
SL-0001603,2023-07-04,APP-0011,CH-ON-01,3,28.3,13.71,0.2,84.9,41.13
